"","state","account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge","total.eve.minutes","total.eve.calls","total.eve.charge","total.night.minutes","total.night.calls","total.night.charge","total.intl.minutes","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"406","49",0.446078431372549,0.0686274509803922,"2","1",0,0.79564606741573,0.419047619047619,0.795539033457249,0.351481481481482,0.632075471698113,0.351633986928105,0.494052044609665,0.240384615384615,0.494214876033058,0.424460431654676,0.444444444444444,0.424,0,"1"
"407","15",0.0980392156862745,0.0686274509803922,"1","1",0,0.380266853932584,0.295238095238095,0.380214787277984,0.161851851851852,0.292452830188679,0.161655773420479,0.67546468401487,0.576923076923077,0.675206611570248,0.244604316546763,0.666666666666667,0.245333333333333,0,"1"
"409","40",0.647058823529412,1,"2","1",0,0.314606741573034,0.580952380952381,0.314539446509707,0.686296296296296,0.311320754716981,0.686274509803922,0.257620817843866,0.384615384615385,0.257851239669421,0.496402877697842,0.222222222222222,0.496,0.333333333333333,"1"
"410","44",0.705882352941177,0.0686274509803922,"1","1",0,0.527387640449438,0.6,0.5272614622057,0.485185185185185,0.650943396226415,0.485403050108932,0.376579925650558,0.576923076923077,0.376859504132231,0.100719424460432,0.333333333333333,0.101333333333333,0.666666666666667,"1"
"411","38",0.117647058823529,0,"1","1",0,0.495435393258427,0.40952380952381,0.495456422965717,0.278518518518518,0.226415094339623,0.27843137254902,0.510408921933086,0.490384615384615,0.510743801652893,0.359712230215827,0.444444444444444,0.36,0.666666666666667,"1"
"412","34",0.308823529411765,0.0686274509803922,"1","1",0,0.208918539325843,0.314285714285714,0.208798017348203,0.445185185185185,0.39622641509434,0.445315904139434,0.458364312267658,0.423076923076923,0.457851239669421,0.503597122302158,0.555555555555556,0.504,0.666666666666667,"1"
"413","30",0.411764705882353,0.0686274509803922,"1","1",0,0.779845505617978,0.361904761904762,0.779843040066089,0.652962962962963,0.650943396226415,0.653159041394336,0.383271375464684,0.230769230769231,0.383471074380165,0.143884892086331,0,0.144,0,"1"
"414","26",0.612745098039216,0.0686274509803922,"1","1",0,0.768258426966292,0.619047619047619,0.768277571251549,0.494444444444444,0.39622641509434,0.494553376906318,0.455762081784387,0.711538461538462,0.455371900826446,0.258992805755396,0.444444444444444,0.258666666666667,1,"1"
"415","38",0.367647058823529,0.0686274509803922,"1","1",0,0.462780898876405,0.285714285714286,0.462825278810409,0.214814814814815,0.367924528301887,0.214814814814815,0.571375464684015,0.423076923076923,0.571074380165289,0.474820143884892,0.222222222222222,0.474666666666667,0,"1"
"416","9",0.549019607843137,0.0686274509803922,"1","1",0,0.709269662921348,0,0.709211069805865,0.803333333333333,0.584905660377358,0.803485838779956,0.642007434944238,0.384615384615385,0.642148760330578,0.381294964028777,0.222222222222222,0.381333333333333,0.666666666666667,"2"
"418","4",0.568627450980392,0,"1","1",0,0.709971910112359,0.352380952380952,0.709830648492359,0.402962962962963,0.547169811320755,0.403050108932462,0.53457249070632,0.432692307692308,0.534710743801653,0.460431654676259,0.111111111111111,0.461333333333333,0,"1"
"419","42",0.622549019607843,0,"1","2",0.68,0.367275280898876,0.247619047619048,0.367203634861627,0.477037037037037,0.292452830188679,0.477124183006536,0.645353159851301,0.317307692307692,0.645454545454545,0.906474820143885,0.555555555555556,0.906666666666667,0.333333333333333,"1"
"420","34",0.558823529411765,0.0686274509803922,"1","1",0,0.514044943820225,0.485714285714286,0.514043783560512,0.966666666666667,0.235849056603774,0.966884531590414,0.545724907063197,0.557692307692308,0.545454545454545,0.294964028776978,0.555555555555556,0.296,0.666666666666667,"1"
"422","24",0.245098039215686,1,"1","1",0,0.780196629213483,0.638095238095238,0.780049566294919,0.408148148148148,0.433962264150943,0.408278867102397,0.0427509293680297,0.615384615384615,0.0421487603305785,0.856115107913669,0,0.856,0.333333333333333,"1"
"423","32",0.485294117647059,0.0686274509803922,"1","1",0,0.583216292134832,0.714285714285714,0.583230070218918,0.804074074074074,0.264150943396226,0.803921568627451,0.489219330855019,0.336538461538462,0.489256198347107,0.654676258992806,0.222222222222222,0.656,0,"1"
"424","16",0.465686274509804,0.0686274509803922,"1","2",0.9,0.74122191011236,0.733333333333333,0.74122263527468,0.275185185185185,0.273584905660377,0.275381263616558,0.735687732342008,0.519230769230769,0.735537190082644,0.496402877697842,0.111111111111111,0.496,1,"1"
"425","8",0.544117647058823,0.0686274509803922,"1","2",0.32,0.645716292134831,0.6,0.645600991325898,0.237777777777778,0.707547169811321,0.237908496732026,0.499256505576208,0.576923076923077,0.499173553719008,0.568345323741007,0.222222222222222,0.568,0.333333333333333,"1"
"426","20",0.627450980392157,1,"2","1",0,0.544943820224719,0.8,0.54481619165634,0.442592592592593,0.5,0.442701525054466,0.518587360594795,0.788461538461538,0.518181818181818,0.539568345323741,0.333333333333333,0.538666666666667,0.333333333333333,"1"
"427","22",0.794117647058823,0.0686274509803922,"1","1",0,0.297401685393258,0.780952380952381,0.297397769516729,0.175555555555556,0.566037735849057,0.175599128540305,0.425650557620818,0.471153846153846,0.425619834710744,0.654676258992806,0.666666666666667,0.656,0.333333333333333,"1"
"428","31",0.323529411764706,0.0686274509803922,"1","2",0.8,0.235955056179775,0.171428571428571,0.235852953325072,0.556666666666667,0.424528301886792,0.556862745098039,0.563940520446097,0.769230769230769,0.563636363636363,0.446043165467626,0.888888888888889,0.445333333333333,0.333333333333333,"1"
"429","4",0.681372549019608,0,"1","1",0,0.475772471910112,0.419047619047619,0.475629904997935,0.484444444444445,0.547169811320755,0.484531590413943,0.533828996282528,0.769230769230769,0.533884297520661,0.561151079136691,0.444444444444444,0.56,1,"1"
"431","17",0.220588235294118,1,"1","1",0,0.746488764044944,0.504761904761905,0.746385790995456,0.720740740740741,0.39622641509434,0.720697167755991,0.480669144981413,0.538461538461538,0.48099173553719,0.712230215827338,0.111111111111111,0.712,0.666666666666667,"2"
"432","30",0.720588235294118,0.0686274509803922,"1","1",0,0.493679775280899,0.485714285714286,0.493597686906237,0.802222222222222,0.584905660377358,0.802178649237473,0.428624535315985,0.480769230769231,0.428925619834711,0.575539568345324,0.333333333333333,0.576,0.333333333333333,"1"
"433","23",0.544117647058823,1,"1","1",0,0.722261235955056,0.285714285714286,0.722222222222222,0.43,0.462264150943396,0.430065359477124,0.719330855018587,0.442307692307692,0.71900826446281,0.676258992805755,0.111111111111111,0.677333333333333,0.333333333333333,"1"
"434","41",0.377450980392157,0.0686274509803922,"1","1",0,0.41186797752809,0.561904761904762,0.411813300289137,0.404814814814815,0.5,0.40479302832244,0.334200743494424,0.740384615384615,0.333884297520661,0.60431654676259,0.444444444444444,0.605333333333333,0.666666666666667,"1"
"435","39",0.294117647058824,0,"1","2",0.62,0.881320224719101,0.514285714285714,0.88124741842214,0.51037037037037,0.509433962264151,0.510239651416122,0.511152416356877,0.00961538461538462,0.510743801652893,0.37410071942446,0.222222222222222,0.373333333333333,0,"1"
"436","27",0.279411764705882,1,"1","2",0.58,0.711727528089888,0.314285714285714,0.711689384551838,0.195925925925926,0.405660377358491,0.196078431372549,0.366171003717472,0.576923076923077,0.366115702479339,0.561151079136691,0.222222222222222,0.56,0.333333333333333,"1"
"437","33",0.754901960784314,0.0686274509803922,"1","1",0,0.535814606741573,0.723809523809524,0.535729037587774,0.871481481481482,0.452830188679245,0.871459694989107,0.553531598513011,0.826923076923077,0.553719008264463,0.330935251798561,0.222222222222222,0.330666666666667,0.333333333333333,"1"
"438","36",0.485294117647059,1,"1","1",0,0.84375,0.276190476190476,0.843659644774886,0.41,0.245283018867925,0.410021786492375,0.571747211895911,0.75,0.571900826446281,0.352517985611511,0.333333333333333,0.352,0,"2"
"439","51",0.549019607843137,1,"1","1",0,0.41186797752809,0.438095238095238,0.411813300289137,0.98,0.547169811320755,0.979956427015251,0.459851301115242,0.721153846153846,0.459504132231405,0.726618705035971,0.222222222222222,0.728,0.333333333333333,"1"
"440","23",0.392156862745098,0.0686274509803922,"1","1",0,0.406601123595506,0.495238095238095,0.40665014456836,0.487407407407407,0.509433962264151,0.487581699346405,0.49368029739777,0.365384615384615,0.493388429752066,0.20863309352518,0.111111111111111,0.208,0.666666666666667,"1"
"441","3",0.656862745098039,1,"1","2",0.54,0.827598314606741,0.895238095238095,0.827550598926063,0.325925925925926,0.481132075471698,0.325925925925926,0.669516728624535,0.615384615384615,0.669421487603306,0.640287769784173,0.555555555555556,0.64,0.333333333333333,"1"
"442","10",0.480392156862745,0,"1","1",0,0.412921348314607,0.438095238095238,0.412845931433292,0.73962962962963,0.443396226415094,0.739433551198257,0.297397769516729,0.182692307692308,0.297520661157025,0.647482014388489,0.333333333333333,0.648,0,"1"
"443","3",0.284313725490196,1,"1","2",0.58,0.334971910112359,0.638095238095238,0.334985543163982,0.574814814814815,0.320754716981132,0.574727668845316,0.244981412639405,0.528846153846154,0.244628099173554,0.244604316546763,0.222222222222222,0.245333333333333,0.333333333333333,"1"
"444","25",0.656862745098039,1,"1","1",0,0.734199438202247,0.780952380952381,0.734200743494424,0.451111111111111,0.688679245283019,0.450980392156863,0.330111524163569,0.586538461538462,0.329752066115702,0.661870503597122,0.444444444444444,0.661333333333333,0.333333333333333,"1"
"446","44",0.338235294117647,1,"1","1",0,0.0765449438202247,0.533333333333333,0.0766212308963238,0.708148148148148,0.547169811320755,0.708061002178649,0.530111524163569,0.365384615384615,0.529752066115702,0.553956834532374,0.555555555555556,0.554666666666667,0,"1"
"447","44",0.426470588235294,1,"1","1",0,0.353230337078652,0.657142857142857,0.353159851301115,0.62962962962963,0.849056603773585,0.62962962962963,0.421561338289963,0.596153846153846,0.421487603305785,0.446043165467626,0.333333333333333,0.445333333333333,1,"1"
"448","33",0.264705882352941,1,"1","1",0,0.874297752808989,0.504761904761905,0.874225526641883,0.253333333333333,0.688679245283019,0.253159041394335,0.472862453531599,0.711538461538462,0.472727272727273,0.251798561151079,0.444444444444444,0.250666666666667,0.666666666666667,"1"
"449","11",0.362745098039216,0.0686274509803922,"1","1",0,0.279494382022472,0.638095238095238,0.279429987608426,0.50037037037037,0.122641509433962,0.500217864923747,0.156877323420074,0.326923076923077,0.15702479338843,0.633093525179856,0.222222222222222,0.632,0.333333333333333,"1"
"451","2",0.411764705882353,0,"1","1",0,0.316713483146067,0.571428571428571,0.316604708798017,0.76,0.716981132075472,0.759912854030501,0.507434944237918,0.269230769230769,0.507438016528926,0.654676258992806,0.444444444444444,0.656,0,"1"
"452","17",0.416666666666667,0,"1","2",0.46,0.659410112359551,0.571428571428571,0.65943824865758,0.667777777777778,0.537735849056604,0.66797385620915,0.669144981412639,0.317307692307692,0.669421487603306,0.460431654676259,0.111111111111111,0.461333333333333,0,"1"
"453","42",0.441176470588235,1,"1","1",0,0.390800561797753,0.647619047619048,0.390747624948368,0.664074074074074,0.537735849056604,0.664052287581699,0.722304832713755,0.442307692307692,0.722314049586777,0.352517985611511,0.222222222222222,0.352,0,"1"
"454","19",0.725490196078431,0.0686274509803922,"1","2",0.4,0.566011235955056,0.285714285714286,0.565881866997109,0.77037037037037,0.377358490566038,0.77037037037037,0.464684014869888,0.269230769230769,0.464462809917355,0.784172661870504,0.888888888888889,0.784,0.333333333333333,"1"
"455","36",0.470588235294118,0,"1","1",0,0.767907303370786,0.742857142857143,0.767864518793887,0.77,0.490566037735849,0.769934640522876,0.58364312267658,0.509615384615385,0.583471074380165,0.553956834532374,0,0.554666666666667,0.333333333333333,"2"
"456","20",0.426470588235294,0.0686274509803922,"1","1",0,0.797401685393259,0.733333333333333,0.797397769516729,0.664444444444445,0.60377358490566,0.664488017429194,0.352416356877323,0.644230769230769,0.352066115702479,0.820143884892086,0.111111111111111,0.821333333333333,0.333333333333333,"2"
"457","4",0.28921568627451,0.0686274509803922,"1","1",0,0.212429775280899,0.39047619047619,0.212308963238331,0.424074074074074,0.19811320754717,0.4239651416122,0.586988847583643,0.201923076923077,0.586776859504132,0.424460431654676,0.111111111111111,0.424,0.666666666666667,"1"
"458","18",0.259803921568627,0,"1","1",0,0.42872191011236,0.495238095238095,0.428748451053284,0.733333333333333,0.150943396226415,0.733333333333333,0.185873605947955,0.211538461538462,0.18595041322314,0.453237410071942,0.666666666666667,0.453333333333333,0.666666666666667,"1"
"459","8",0.0490196078431373,0.0686274509803922,"1","2",0.56,0.53686797752809,0.371428571428571,0.536761668731929,0.570740740740741,0.69811320754717,0.570806100217865,0.426022304832714,0.307692307692308,0.425619834710744,0.18705035971223,0.222222222222222,0.186666666666667,1,"1"
"460","48",0.529411764705882,0.0686274509803922,"1","1",0,0.513693820224719,0.695238095238095,0.51363073110285,0.201481481481482,0.669811320754717,0.201307189542484,0.327137546468401,0.365384615384615,0.327272727272727,0.546762589928057,0.222222222222222,0.546666666666667,0,"1"
"461","45",0.436274509803922,0.0686274509803922,"1","1",0,0.78686797752809,0.771428571428571,0.786864931846344,0.572592592592593,0.528301886792453,0.572549019607843,0.263568773234201,0.413461538461538,0.263636363636364,0.446043165467626,0.444444444444444,0.445333333333333,0.333333333333333,"1"
"462","40",0.558823529411765,0,"1","1",0,0.386938202247191,0.59047619047619,0.386823626600578,0.601481481481482,0.650943396226415,0.601307189542484,0.869888475836431,0.403846153846154,0.870247933884298,0.446043165467626,0.888888888888889,0.445333333333333,1,"1"
"463","36",0.700980392156863,0.0686274509803922,"1","2",0.36,0.24122191011236,0.59047619047619,0.24122263527468,0.155925925925926,0.613207547169811,0.15599128540305,0.530483271375465,0.605769230769231,0.530578512396694,0.482014388489209,0.444444444444444,0.482666666666667,0.333333333333333,"1"
"464","34",0.441176470588235,0,"1","1",0,0.337078651685393,0.266666666666667,0.337050805452292,0.478888888888889,0.367924528301887,0.478867102396514,0.798513011152416,0.394230769230769,0.798347107438016,0.179856115107914,0.111111111111111,0.178666666666667,0,"1"
"465","29",0.509803921568627,0.0686274509803922,"1","2",0.46,0.547050561797753,0.361904761904762,0.547087980173482,0.571111111111111,0.39622641509434,0.571241830065359,0.768401486988848,0.605769230769231,0.768595041322314,0.366906474820144,0.444444444444444,0.368,0,"1"
"466","34",0.343137254901961,0.0686274509803922,"2","1",0,0.493328651685393,0.628571428571429,0.493184634448575,0.377037037037037,0.433962264150943,0.376906318082789,0.43271375464684,0.605769230769231,0.432231404958678,0.733812949640288,0.222222222222222,0.733333333333333,1,"2"
"467","10",0.642156862745098,1,"1","2",0.72,0.66186797752809,0.533333333333333,0.661710037174721,0.428148148148148,0.726415094339623,0.428322440087146,0.717843866171004,0.519230769230769,0.718181818181818,0.510791366906475,0.444444444444444,0.512,1,"2"
"468","21",0.544117647058823,0.0686274509803922,"1","1",0,0.465941011235955,0.533333333333333,0.465923172242875,0.497037037037037,0.216981132075472,0.497167755991285,0.715985130111524,0.5,0.715702479338843,0.589928057553957,0.333333333333333,0.589333333333333,0.333333333333333,"1"
"470","2",0.196078431372549,1,"1","2",0.68,0.550210674157303,0.152380952380952,0.550185873605948,0.69962962962963,0.584905660377358,0.699782135076253,0.351301115241636,0.644230769230769,0.351239669421488,0.992805755395683,0.888888888888889,0.992,0.666666666666667,"1"
"471","30",0.21078431372549,0.0686274509803922,"1","1",0,0.711376404494382,0.942857142857143,0.711276332094176,0.365185185185185,0.330188679245283,0.365141612200436,0.650557620817844,0.557692307692308,0.650413223140496,0.517985611510791,0.111111111111111,0.517333333333333,0.333333333333333,"1"
"472","34",0.377450980392157,0,"1","1",0,0.130969101123595,0.657142857142857,0.130937629078893,0.676666666666667,0.367924528301887,0.676688453159041,0.41003717472119,0.336538461538462,0.409917355371901,0.438848920863309,0.555555555555556,0.44,1,"1"
"473","15",0.725490196078431,0,"1","1",0,0.110252808988764,0.666666666666667,0.110285006195787,0.26037037037037,0.490566037735849,0.260566448801743,0.431226765799256,0.0480769230769231,0.431404958677686,0.20863309352518,0.222222222222222,0.208,0.333333333333333,"1"
"477","45",0.240196078431373,1,"1","1",0,0.773876404494382,0.561904761904762,0.773853779429988,0.353333333333333,0.547169811320755,0.353376906318083,0.592565055762082,0.596153846153846,0.592561983471074,0.597122302158273,0.444444444444444,0.597333333333333,0.333333333333333,"1"
"478","11",0.686274509803922,1,"1","2",0.46,0.393258426966292,0.619047619047619,0.393225939694341,0.357407407407407,0.660377358490566,0.357298474945534,0.574721189591078,0.644230769230769,0.574380165289256,0.302158273381295,0.111111111111111,0.301333333333333,1,"1"
"479","4",0.681372549019608,0,"1","1",0,0.393609550561798,0.828571428571429,0.393638992152003,0.364444444444444,0.471698113207547,0.364270152505447,0.851301115241636,0.730769230769231,0.851239669421488,0.338129496402878,0.111111111111111,0.338666666666667,0.333333333333333,"1"
"480","14",0.480392156862745,0,"1","1",0,0.536165730337079,0.523809523809524,0.536142090045436,0.341111111111111,0.556603773584906,0.341176470588235,0.765055762081784,0.423076923076923,0.765289256198347,0.561151079136691,0.333333333333333,0.56,0.666666666666667,"1"
"481","12",0.808823529411765,0,"1","1",0,0.504564606741573,0.580952380952381,0.504543577034283,0.695555555555556,0.0566037735849057,0.695424836601307,0.173234200743494,0.442307692307692,0.172727272727273,0.589928057553957,0.555555555555556,0.589333333333333,0.333333333333333,"1"
"482","34",0.602941176470588,0,"1","1",0,0.398174157303371,0.723809523809524,0.398182569186287,0.44962962962963,0.528301886792453,0.449673202614379,0.705204460966543,0.432692307692308,0.70495867768595,0.136690647482014,0.222222222222222,0.136,0.333333333333333,"1"
"483","21",0.357843137254902,0.0686274509803922,"1","1",0,0.414325842696629,0.657142857142857,0.414291615035109,0.398888888888889,0.141509433962264,0.398692810457516,0.712639405204461,0.471153846153846,0.712396694214876,0.338129496402878,0.333333333333333,0.338666666666667,0,"1"
"485","11",0.411764705882353,1,"1","1",0,0.648174157303371,0.80952380952381,0.648079306071871,0.612962962962963,0.5,0.613071895424837,0.586617100371747,0.259615384615385,0.586776859504132,0.546762589928057,0.111111111111111,0.546666666666667,1,"1"
"486","45",0.17156862745098,0.0686274509803922,"1","2",0.32,0.392205056179775,0.60952380952381,0.392193308550186,0.243703703703704,0.613207547169811,0.243572984749455,0.24907063197026,0.375,0.248760330578512,0.237410071942446,0.111111111111111,0.237333333333333,0,"1"
"487","20",0.495098039215686,1,"2","1",0,0.688553370786517,0.533333333333333,0.688558446922759,0.576296296296296,0.783018867924528,0.576470588235294,0.30185873605948,0.557692307692308,0.301652892561983,0.676258992805755,0.222222222222222,0.677333333333333,0,"1"
"488","16",0.367647058823529,0.0686274509803922,"1","1",0,0.584620786516854,0.504761904761905,0.584469227591904,0.839259259259259,0.858490566037736,0.83921568627451,0.663940520446097,0.548076923076923,0.663636363636364,0.510791366906475,0.111111111111111,0.512,0,"1"
"490","13",0.632352941176471,0.0686274509803922,"1","1",0,0.395716292134831,0.685714285714286,0.395704254440314,0.609259259259259,0.481132075471698,0.609150326797386,0.448327137546468,0.269230769230769,0.447933884297521,0.640287769784173,0.333333333333333,0.64,0.333333333333333,"1"
"491","16",0.377450980392157,0.0686274509803922,"1","1",0,0.601123595505618,0.685714285714286,0.600991325898389,0.69037037037037,0.792452830188679,0.690196078431373,0.797397769516729,0.692307692307692,0.797520661157025,0.676258992805755,0.666666666666667,0.677333333333333,0,"1"
"492","2",0.264705882352941,0.0686274509803922,"2","1",0,0.541432584269663,0.419047619047619,0.541305245766212,0.704074074074074,0.584905660377358,0.704139433551198,0.513011152416357,0.509615384615385,0.513223140495868,0.784172661870504,0.555555555555556,0.784,0.333333333333333,"2"
"493","22",0.446078431372549,0.0686274509803922,"2","1",0,0.326544943820225,0.628571428571429,0.326517967781908,0.720740740740741,0.69811320754717,0.720697167755991,0.663568773234201,0.480769230769231,0.663636363636364,0.431654676258993,0.111111111111111,0.432,0.666666666666667,"2"
"495","21",0.0833333333333333,0,"1","1",0,0.828300561797753,0.438095238095238,0.828170177612557,0.18,0.641509433962264,0.179956427015251,0.687360594795539,0.692307692307692,0.687603305785124,0.345323741007194,0.333333333333333,0.344,0.333333333333333,"1"
"496","10",0.784313725490196,0.0686274509803922,"2","1",0,0.415730337078652,0.638095238095238,0.415737298636927,0.423333333333333,0.141509433962264,0.423529411764706,0.423420074349442,0.644230769230769,0.423140495867769,0.553956834532374,0.888888888888889,0.554666666666667,0.666666666666667,"1"
"497","5",0.450980392156863,0.0686274509803922,"1","2",0.72,0.495084269662921,0.828571428571429,0.495043370508054,0.417037037037037,0.509433962264151,0.416993464052288,0.227137546468401,0.326923076923077,0.227272727272727,0.330935251798561,0.333333333333333,0.330666666666667,0.666666666666667,"1"
"498","2",0.700980392156863,0.0686274509803922,"1","1",0,0.490870786516854,0.438095238095238,0.490912845931433,0.82,0.254716981132075,0.82004357298475,0.426765799256506,0.673076923076923,0.426446280991735,0.611510791366906,0.222222222222222,0.610666666666667,0.666666666666667,"1"
"500","50",0.46078431372549,0.0686274509803922,"1","1",0,0.482794943820225,0.419047619047619,0.482651796778191,0.660740740740741,0.575471698113208,0.660566448801743,0.037546468401487,0.451923076923077,0.0371900826446281,0.294964028776978,0.111111111111111,0.296,0.333333333333333,"1"
"501","42",0.612745098039216,0.0686274509803922,"1","2",0.46,0.268960674157303,0.523809523809524,0.268897149938042,0.46037037037037,0.518867924528302,0.460566448801743,0.649442379182156,0.605769230769231,0.649586776859504,0.661870503597122,0.666666666666667,0.661333333333333,1,"1"
"502","10",0.602941176470588,0.0686274509803922,"1","2",0.56,0.750351123595506,0.542857142857143,0.750309789343247,0.589259259259259,0.386792452830189,0.589106753812636,0.692193308550186,0.701923076923077,0.692561983471074,0.294964028776978,0.444444444444444,0.296,0.333333333333333,"1"
"504","23",0.529411764705882,0.0686274509803922,"2","2",0.52,0.630266853932584,0.866666666666667,0.630111524163569,0.294444444444444,0.594339622641509,0.294553376906318,0.799256505576208,0.269230769230769,0.799173553719008,0.424460431654676,0.222222222222222,0.424,0,"1"
"506","1",0.196078431372549,0.0686274509803922,"1","1",0,0.426966292134831,0.180952380952381,0.426889714993804,0.221851851851852,0.254716981132075,0.221786492374728,0.729368029739777,0.269230769230769,0.729752066115702,0.553956834532374,0.444444444444444,0.554666666666667,0.333333333333333,"1"
"507","36",0.661764705882353,0.0686274509803922,"1","2",0.62,0.370084269662921,0.39047619047619,0.370095002065262,0.631851851851852,0.160377358490566,0.631808278867102,0.602602230483271,0.692307692307692,0.602479338842975,0.575539568345324,0.444444444444444,0.576,0.666666666666667,"1"
"508","25",0.446078431372549,0.0686274509803922,"1","1",0,0.408356741573034,0.714285714285714,0.408302354399009,0.977037037037037,0.377358490566038,0.976906318082789,0.82639405204461,0.663461538461538,0.826446280991735,0.158273381294964,0.111111111111111,0.157333333333333,1,"2"
"509","17",0.696078431372549,0,"1","2",0.48,0.522823033707865,0.20952380952381,0.522717885171417,0.577777777777778,0.641509433962264,0.577777777777778,0.628996282527881,0.865384615384615,0.628925619834711,0.589928057553957,0.444444444444444,0.589333333333333,0.333333333333333,"1"
"511","47",0.941176470588235,0,"1","2",0.34,0.303019662921348,0.523809523809524,0.302973977695167,0.507037037037037,0.311320754716981,0.50718954248366,0.5182156133829,0.778846153846154,0.518181818181818,0.640287769784173,0.222222222222222,0.64,0.333333333333333,"1"
"512","30",0.352941176470588,0.0686274509803922,"1","1",0,0.563904494382023,0.447619047619048,0.563816604708798,0.79,0.5,0.789978213507625,0.299256505576208,0.375,0.299173553719008,0.820143884892086,0.777777777777778,0.821333333333333,1,"1"
"513","46",0.299019607843137,0,"1","1",0,0.47436797752809,0.514285714285714,0.474390747624948,0.514074074074074,0.462264150943396,0.514161220043573,0.65092936802974,0.403846153846154,0.651239669421487,0.410071942446043,0.777777777777778,0.410666666666667,0.666666666666667,"1"
"514","9",0.142156862745098,0.0686274509803922,"1","2",0.6,0.630969101123595,0.257142857142857,0.630937629078893,0.547407407407407,0.358490566037736,0.547276688453159,0.600371747211896,0.538461538461538,0.6,0.230215827338129,0.222222222222222,0.229333333333333,0,"1"
"517","26",0.465686274509804,1,"1","1",0,0.212429775280899,0.504761904761905,0.212308963238331,0.893333333333333,0.377358490566038,0.893246187363834,0.434200743494424,0.692307692307692,0.433884297520661,0.302158273381295,0,0.301333333333333,0.666666666666667,"1"
"518","37",0.25,0,"1","1",0,0.621488764044944,0.2,0.621437422552664,0.342962962962963,0.849056603773585,0.342919389978214,0.214498141263941,0.634615384615385,0.214049586776859,0.431654676258993,0.333333333333333,0.432,0.666666666666667,"1"
"519","33",0.42156862745098,0.0686274509803922,"1","1",0,0.458216292134831,0.428571428571429,0.458075175547294,0.587777777777778,0.490566037735849,0.587799564270153,0.385873605947955,0.490384615384615,0.38595041322314,0.683453237410072,0.222222222222222,0.682666666666667,0.333333333333333,"1"
"520","49",0.196078431372549,0,"1","1",0,0.580056179775281,0.476190476190476,0.579925650557621,0.325185185185185,0.528301886792453,0.325054466230937,0.177695167286245,0.423076923076923,0.177685950413223,0.402877697841727,0.222222222222222,0.402666666666667,1,"1"
"521","50",0.544117647058823,0.0686274509803922,"1","1",0,0.785463483146067,0.580952380952381,0.785419248244527,0.327777777777778,0.509433962264151,0.327668845315904,0.242379182156134,0.403846153846154,0.242148760330578,0.589928057553957,0.111111111111111,0.589333333333333,0.333333333333333,"1"
"524","25",0.294117647058824,0,"1","1",0,0.0256320224719101,0.580952380952381,0.0256092523750516,0.315925925925926,0.245283018867925,0.315904139433551,0.324163568773234,0.442307692307692,0.32396694214876,0.460431654676259,0.555555555555556,0.461333333333333,0.666666666666667,"1"
"525","15",0.42156862745098,1,"1","1",0,0.679775280898877,0.552380952380952,0.679677819083023,0.391481481481481,0.566037735849057,0.391285403050109,0.00743494423791822,0.846153846153846,0.00743801652892561,0.690647482014388,0.555555555555556,0.690666666666667,0.333333333333333,"1"
"526","37",0.857843137254902,0,"1","1",0,0.0340589887640449,0.742857142857143,0.0340768277571252,0.377037037037037,0.39622641509434,0.376906318082789,0.362081784386617,0.567307692307692,0.36198347107438,0.510791366906475,0.777777777777778,0.512,0.666666666666667,"1"
"527","23",0.142156862745098,1,"1","1",0,0.666081460674157,0.39047619047619,0.666047087980173,0.431481481481481,0.490566037735849,0.431372549019608,0.468401486988848,0.826923076923077,0.468595041322314,0.654676258992806,0.222222222222222,0.656,0,"1"
"528","32",0.46078431372549,0.0686274509803922,"1","2",0.44,0.0112359550561798,0.752380952380952,0.0111524163568773,0.24962962962963,0.39622641509434,0.249673202614379,0.737918215613383,0.413461538461538,0.73801652892562,0.611510791366906,0.666666666666667,0.610666666666667,0,"1"
"529","14",0.220588235294118,0.0686274509803922,"1","1",0,0.305828651685393,0.819047619047619,0.305865344898802,0.338148148148148,0.89622641509434,0.338126361655773,0.496654275092937,0.230769230769231,0.496694214876033,0.37410071942446,0.333333333333333,0.373333333333333,0.666666666666667,"1"
"531","35",0.225490196078431,0.0686274509803922,"1","2",0.74,0.441713483146067,0.285714285714286,0.441759603469641,0.507777777777778,0.509433962264151,0.507625272331155,0.6182156133829,0.375,0.618181818181818,0.316546762589928,0.333333333333333,0.317333333333333,0.666666666666667,"1"
"532","2",0.372549019607843,0.0686274509803922,"1","1",0,0.439957865168539,0.619047619047619,0.439900867410161,0.567037037037037,0.386792452830189,0.566884531590414,0.623420074349442,0.173076923076923,0.623140495867769,0.237410071942446,0.222222222222222,0.237333333333333,0.666666666666667,"1"
"533","38",0.475490196078431,0.0686274509803922,"1","2",0.76,0.617977528089888,0.133333333333333,0.617926476662536,0.692592592592593,0.528301886792453,0.69281045751634,0.527881040892193,0.240384615384615,0.528099173553719,0.525179856115108,0.444444444444444,0.525333333333333,0.666666666666667,"1"
"537","44",0.622549019607843,0.0686274509803922,"1","2",0.8,0.46875,0.39047619047619,0.468608013217679,0.295185185185185,0.575471698113208,0.294989106753813,0.487360594795539,0.432692307692308,0.487603305785124,0.762589928057554,0.555555555555556,0.762666666666667,0.333333333333333,"1"
